Dia_diem,Nam,Thang,Ngay,T,U,R,Sh
Can_Gio,2023,7,13,29.3,84,19.6,5.5
Can_Gio,2023,7,14,27.2,85,5.9,8.6
Can_Gio,2023,7,15,28.5,84,0.2,3.4
Can_Gio,2023,7,16,27.6,87,16.3,2.1
Can_Gio,2023,7,17,26.3,88,18.5,1.8
Can_Gio,2023,7,18,27,87,1.3,2.4
Can_Gio,2023,7,19,27.4,83,3.3,5.1
Can_Gio,2023,7,20,26.8,87,6.9,1.2
Can_Gio,2023,7,21,26,92,21.6,0.1
Can_Gio,2023,7,22,26.3,91,8,1.7
Can_Gio,2023,7,23,26.3,92,12,5.3
Can_Gio,2023,7,24,25.8,94,21.3,2
Can_Gio,2023,7,25,26.6,89,15.5,4.9
Can_Gio,2023,7,26,27.7,87,2.4,6.8
Can_Gio,2023,7,27,27.1,90,12.6,2.1
Can_Gio,2023,7,28,27.9,85,10.6,7.3
Can_Gio,2023,7,29,27.2,85,1.9,4.3
Can_Gio,2023,7,30,27.4,88,0,0
Can_Gio,2023,7,31,28.4,84,1.1,3.3
Can_Gio,2023,8,1,28.8,84,0.4,5.9
Can_Gio,2023,8,2,28,86,10.4,5.1
Can_Gio,2023,8,3,28.2,87,3.9,2.8
Can_Gio,2023,8,4,28.7,83,2,6
Can_Gio,2023,8,5,28.7,84,0,8.6
Can_Gio,2023,8,6,28.9,80,0,11.3
Can_Gio,2023,8,7,29.4,78,0,11.2
Can_Gio,2023,8,8,29.2,79,0,10.6
Can_Gio,2023,8,9,29.4,80,0,10.9
Can_Gio,2023,8,10,29.6,80,0,10.3
Can_Gio,2023,8,11,29.8,79,0,11.5
Can_Gio,2023,8,12,29.2,78,0,9.4
Can_Gio,2023,8,13,29.3,79,0,6.9
Can_Gio,2023,8,14,28.7,83,0,8.7
Can_Gio,2023,8,15,29.1,79,0,9
Can_Gio,2023,8,16,28.7,80,0,8.2
Can_Gio,2023,8,17,28.2,86,13.7,6.3
Can_Gio,2023,8,18,27.8,88,4.7,6.3
Can_Gio,2023,8,19,27.9,87,0.3,5.1
Can_Gio,2023,8,20,27.5,84,0.1,4.8
Can_Gio,2023,8,21,28,82,11.5,6.3
Can_Gio,2023,8,22,27.3,88,36.2,6.5
Can_Gio,2023,8,23,28.7,82,0,10
Can_Gio,2023,8,24,29.2,77,0,10.5
Can_Gio,2023,8,25,29.2,78,0,10.6
Can_Gio,2023,8,26,29.6,78,0,8.9
Can_Gio,2023,8,27,28.3,84,13.3,5.8
Can_Gio,2023,8,28,28,85,4.4,5.2
Can_Gio,2023,8,29,28.5,84,6.8,2.7
Can_Gio,2023,8,30,26.5,93,17.9,3.6
Can_Gio,2023,8,31,27.4,90,6.7,2.6
Can_Gio,2023,9,1,27.4,91,4.7,4.7
Can_Gio,2023,9,2,26.9,89,1.4,2.1
Can_Gio,2023,9,3,26.7,90,12.4,2.6
Can_Gio,2023,9,4,27.4,86,0,3.4
Can_Gio,2023,9,5,27.1,90,5.7,2.8
Can_Gio,2023,9,6,28.6,84,0,7.8
Can_Gio,2023,9,7,27.6,90,25.5,4.8
Can_Gio,2023,9,8,27.7,88,8.5,6.2
Can_Gio,2023,9,9,27.3,92,21.8,1.4
Can_Gio,2023,9,10,27.3,85,0,4.3
Can_Gio,2023,9,11,28,80,2.7,7
Can_Gio,2023,9,12,27.4,86,0,3.9
Can_Gio,2023,9,13,27.9,83,8,5.9
Can_Gio,2023,9,14,27.2,85,26,5.3
Can_Gio,2023,9,15,27.1,86,0,5.1
Can_Gio,2023,9,16,26.1,92,31.2,3.8
Can_Gio,2023,9,17,27.6,87,0.1,9.2
Can_Gio,2023,9,18,28.6,83,0,7.3
Can_Gio,2023,9,19,27.4,88,27.5,5.8
Can_Gio,2023,9,20,28.3,86,0,6
Can_Gio,2023,9,21,27.7,84,24.8,4.6
Can_Gio,2023,9,22,27.7,86,1.8,7.1
Can_Gio,2023,9,23,27.4,90,4.6,2.6
Can_Gio,2023,9,24,27.1,89,22.2,4
Can_Gio,2023,9,25,26.8,88,0,4.3
Can_Gio,2023,9,26,26.2,92,21.5,2.5
Can_Gio,2023,9,27,26,93,3.2,3.5
Can_Gio,2023,9,28,28.2,84,0,5.2
Can_Gio,2023,9,29,29.2,80,0,7.6
Can_Gio,2023,9,30,26.7,85,25.1,3.2
Can_Gio,2023,10,1,26.7,93,42.7,1.2
Can_Gio,2023,10,2,25.2,98,61.9,0
Can_Gio,2023,10,3,26.9,88,0.5,4
Can_Gio,2023,10,4,27.2,88,0.3,5.2
Can_Gio,2023,10,5,27.7,85,1.3,4.9
Can_Gio,2023,10,6,28,86,14.8,8.7
Can_Gio,2023,10,7,28.7,84,17.1,6.2
Can_Gio,2023,10,8,28,88,10.4,5.4
Can_Gio,2023,10,9,28.7,78,0,8.9
Can_Gio,2023,10,10,28.3,86,8.9,3.2
Can_Gio,2023,10,11,28.8,84,0,9.2
Can_Gio,2023,10,12,28.8,82,38.8,8.7
Can_Gio,2023,10,13,27.4,90,0,4.8
Can_Gio,2023,10,14,27.8,86,0,3.8
Can_Gio,2023,10,15,28.3,84,0,3.6
Can_Gio,2023,10,16,27.2,86,0.6,1.8
Can_Gio,2023,10,17,27.5,86,0.7,5.2
Can_Gio,2023,10,18,28.1,86,0.9,7.1
Can_Gio,2023,10,19,28,87,0.3,6.4
Can_Gio,2023,10,20,27.9,82,0,10.9
Can_Gio,2023,10,21,28,86,0,0.8
Can_Gio,2023,10,22,28.3,85,0,7.5
Can_Gio,2023,10,23,27.6,86,3.6,5.2
Can_Gio,2023,10,24,27.7,82,0,10.4
Can_Gio,2023,10,25,28.4,84,0,7.4
Can_Gio,2023,10,26,26.8,93,10.8,4.5
Can_Gio,2023,10,27,28.5,83,0.6,7.4
Can_Gio,2023,10,28,28,86,9.7,7
Can_Gio,2023,10,29,28,88,14.4,5.8
Can_Gio,2023,10,30,27.8,86,12.6,6.8
Can_Gio,2023,10,31,27.6,83,5.4,6.1
Can_Gio,2023,11,1,28.3,84,8.6,7.8
Can_Gio,2023,11,2,28.7,84,8.4,7.7
Can_Gio,2023,11,3,28.2,84,0,6
Can_Gio,2023,11,4,28.1,85,0,7.2
Can_Gio,2023,11,5,28.5,83,0,9.4
Can_Gio,2023,11,6,28.8,81,0,8.4
Can_Gio,2023,11,7,28.5,83,0.2,3.5
Can_Gio,2023,11,8,28.4,83,0,9.8
Can_Gio,2023,11,9,29.2,80,0,8.6
Can_Gio,2023,11,10,28.3,84,0,2
Can_Gio,2023,11,11,28.8,80,0,9.1
Can_Gio,2023,11,12,29,80,1.5,8.4
Can_Gio,2023,11,13,29.1,78,0,8.5
Can_Gio,2023,11,14,29.1,81,0.2,6.7
Can_Gio,2023,11,15,27.6,84,0,1.6
Can_Gio,2023,11,16,26.8,88,0.1,2.2
Can_Gio,2023,11,17,27.6,81,0,2.9
Can_Gio,2023,11,18,27.4,67,0,8.9
Can_Gio,2023,11,19,26.6,71,0,6.5
Can_Gio,2023,11,20,27.7,75,0,5.9
Can_Gio,2023,11,21,28.2,79,0,8
Can_Gio,2023,11,22,27.7,80,0,8
